High,Low,Close
3640.67,3639.95,3640.0
3641.58,3640.06,3641.56
3641.77,3640.98,3641.23
3641.83,3641.14,3641.42
3641.57,3640.76,3641.43
3642.21,3641.3,3641.88
3642.03,3640.82,3641.11
3641.86,3640.65,3641.27
3641.94,3640.9,3641.85
3641.98,3640.3,3640.3
3640.87,3639.91,3640.06
3640.55,3639.22,3640.26
3640.67,3639.65,3640.53
3640.61,3639.98,3640.43
3640.61,3639.91,3640.13
3640.44,3639.38,3640.44
3641.04,3640.14,3640.88
3641.88,3641.23,3641.25
3642.44,3640.99,3641.11
3642.03,3641.08,3641.83
3642.29,3641.46,3641.46
3642.67,3641.79,3642.28
3645.26,3642.15,3644.68
3644.87,3643.99,3644.01
3644.71,3643.79,3644.14
3644.16,3642.41,3642.72
3643.28,3641.93,3641.93
3642.1,3640.82,3641.95
3643.21,3642.04,3642.92
3645.28,3643.04,3645.2
3645.8,3644.7,3644.91
3645.21,3644.22,3644.63
3645.33,3643.34,3643.34
3643.88,3642.52,3643.69
3647.39,3644.21,3646.27
3647.62,3645.6,3646.55
3647.15,3644.01,3644.51
3645.8,3644.31,3645.23
3649.94,3645.1,3649.7
3650.36,3648.39,3650.36
3650.49,3648.34,3648.63
3650.8,3647.76,3648.35
3649.43,3648.17,3649.43
3649.12,3645.79,3646.03
3645.37,3643.86,3645.37
3645.74,3643.52,3644.9
3644.26,3642.15,3642.98
3644.6,3642.57,3644.48
3646.34,3644.6,3644.94
3646.21,3644.48,3644.48
3647.98,3644.47,3647.85
3648.82,3646.51,3647.94
3647.87,3646.48,3647.39
3649.41,3647.47,3649.25
3651.08,3649.45,3650.07
3652.46,3650.19,3652.46
3652.95,3646.92,3647.27
3650.0,3647.21,3647.97
3649.97,3647.39,3648.8
3648.6,3646.06,3646.91
3646.59,3645.38,3645.54
3649.39,3645.66,3649.34
3651.7,3648.85,3651.62
3652.22,3650.25,3650.25
3650.25,3647.69,3647.69
3647.01,3644.96,3645.25
3648.91,3645.78,3648.69
3649.7,3647.45,3647.93
3648.4,3647.25,3647.85
3648.99,3647.41,3648.13
3646.13,3643.42,3644.47
3644.38,3643.17,3643.3
3648.34,3643.59,3648.34
3649.35,3647.07,3647.22
3648.79,3646.8,3648.78
3649.05,3648.39,3648.69
3652.79,3649.09,3652.79
3654.05,3651.43,3652.09
3652.87,3651.64,3652.72
3652.91,3652.2,3652.51
3652.53,3648.55,3648.55
3649.59,3648.2,3649.59
3650.09,3649.16,3649.87
3650.84,3647.57,3647.79
3648.63,3647.45,3648.44
3648.93,3646.19,3647.31
3647.97,3646.93,3647.97
3650.81,3647.68,3650.24
3651.02,3649.81,3650.75
3651.56,3650.59,3651.28
3651.52,3651.0,3651.32
3652.43,3651.08,3652.16
3653.56,3651.59,3653.0
3653.25,3652.17,3652.44
3652.57,3650.23,3650.87
3651.24,3650.33,3650.87
3651.88,3650.43,3651.54
3653.73,3651.51,3652.23
3652.15,3651.58,3651.69
3652.07,3651.24,3651.47
3651.94,3651.08,3651.3
3652.15,3651.43,3652.15
3652.17,3651.6,3651.9
3651.95,3651.11,3651.95
3653.71,3651.6,3653.07
3656.32,3652.7,3655.7
3656.46,3655.53,3656.04
3656.16,3654.95,3655.46
3656.05,3655.02,3656.04
3656.32,3655.68,3656.04
3656.86,3655.6,3656.02
3656.35,3655.47,3655.54
3656.49,3655.47,3656.08
3656.88,3656.26,3656.66
3656.75,3653.71,3654.25
3654.1,3652.67,3653.03
3652.83,3651.4,3651.62
3652.14,3650.95,3652.13
3652.33,3651.57,3651.9
3652.35,3651.6,3652.29
3654.38,3651.88,3654.15
3654.34,3653.59,3654.07
3656.0,3653.31,3654.19
3654.43,3653.7,3654.19
3654.09,3653.33,3653.79
3654.8,3653.54,3654.2
3655.48,3654.17,3654.92
3654.82,3654.13,3654.42
3655.14,3653.67,3654.29
3655.06,3654.15,3654.43
3656.66,3654.3,3654.56
3655.97,3654.71,3655.7
3655.46,3654.01,3654.31
3655.07,3654.19,3654.78
3657.34,3654.21,3657.03
3658.44,3656.67,3658.44
3659.16,3657.14,3658.36
3661.65,3658.28,3659.76
3659.63,3654.78,3655.43
3656.5,3654.28,3656.36
3656.82,3654.79,3656.19
3660.92,3656.41,3658.77
3658.94,3657.76,3658.68
3659.12,3657.14,3657.93
3659.65,3657.8,3658.46
3658.37,3654.57,3654.57
3655.37,3650.7,3650.7
3652.0,3645.83,3645.83
3646.03,3643.74,3644.81
3647.16,3645.42,3646.57
3649.05,3646.61,3647.16
3647.03,3644.85,3646.99
3650.33,3647.1,3649.49
3649.7,3645.85,3649.11
3649.48,3647.88,3649.34
3651.9,3649.18,3650.13
3650.38,3648.92,3648.92
3650.32,3648.27,3650.24
3653.7,3650.54,3653.7
3655.18,3650.68,3650.68
3653.21,3650.07,3653.07
3653.11,3649.71,3649.87
3650.48,3648.57,3650.48
3650.89,3649.38,3650.65
3651.02,3647.66,3649.2
3650.43,3648.84,3650.22
